Question No.,L1,L2,L3,L4,Label,Title,Body,Gemini_Pred
42942952,Advanced,Advanced,Advanced,Intermediate,Advanced,Using try/catch for preventing app from crashes,"I have been working on an Android app which uses
try/catch
frequently to prevent it from crashing even on places where there is no need. For example,
A view in
xml layout
with
id = toolbar
is referenced like:
// see new example below, this one is just confusing
// it seems like I am asking about empty try/catch
try {
    View view = findViewById(R.id.toolbar);
}
catch(Exception e) {
}
This approach is used throughout the app. The stack trace is not printed and it's really hard to find what went wrong. The app closes suddenly without printing any stack trace.
I asked my senior to explain it to me and he said,
This is for preventing crashing in production.
I totally disagree with it
. To me this is not the way to prevent apps from crashes. It shows that developer
doesn't
know what he/she is doing and is in doubt.
Is this the approach being used in industry to prevent enterprise apps from crashes?
If
try/catch
is really, really our need then is it possible to attach an exception handler with UI thread or other threads and catch everything there? That will be a better approach if possible.
Yes, empty
try/catch
is bad and even if we print stack trace or log exception to server, wrapping blocks of code in
try/catch
randomly across all the app doesn't make sense to me e.g. when every function is enclosed in a
try/catch
.
UPDATE
As this question has got a lot of attention and some people have misinterpreted the question (perhaps because I haven't phrased it clearly) I am going to rephrase it.
Here is what developers are doing here
A function is written and
tested
, it can be a small function which just initializes views or a complex one, after testing it is wrapped around
try/catch
block. Even for function which will never throw any exception.
This practice is used throughout the application. Sometime stack trace is printed and sometime just a
debug log
with some random error message. This error message differ from developer to developer.
With this approach, app does not crash but behavior of the app becomes undetermined. Even sometime it is hard to follow what went wrong.
The real question I have been asking was;
Is it the practice being following in the industry for preventing the enterprise applications from crashes?
and I am not asking about
empty try/catch
. Is it like, users love application which do not crash than applications which behave unexpectedly? Because it really boils down to either crash it or present the user with a blank screen or the behaviour user is unaware of.
I am posting a few snippets from the real code here
private void makeRequestForForgetPassword() {
    try {
        HashMap<String, Object> params = new HashMap<>();

        String email= CurrentUserData.msisdn;
        params.put(""email"", ""blabla"");
        params.put(""new_password"", password);

        NetworkProcess networkProcessForgetStep = new NetworkProcess(
            serviceCallListenerForgotPasswordStep, ForgotPassword.this);
        networkProcessForgetStep.serviceProcessing(params, 
            Constants.API_FORGOT_PASSWORD);
    } catch (Exception e) {
        e.printStackTrace();
    }
}

 private void languagePopUpDialog(View view) {
    try {
        PopupWindow popupwindow_obj = popupDisplay();
        popupwindow_obj.showAsDropDown(view, -50, 0);
    } catch (Exception e) {
        e.printStackTrace();
    }
}

void reloadActivity() {
    try {
        onCreateProcess();
    } catch (Exception e) {
    }
}
It is
not
duplicate of
Android exception handling best
  practices
, there OP is trying to catch exception for a
different
purpose than this question.",Advanced
42973786,Advanced,Advanced,Advanced,Advanced,Advanced,Connection pooling in Spark Java framework,"Java Spark framework uses embedded Jetty as as web server. 
Jetty supports connection pooling with tools such as HikariCP and
provides
configuration options
in XML files. However, according
to
these posts
, Spark does allow to configure Jetty.
There are plenty of examples using Spark, but they either do not 
use database or use DriverManager to connect to the database.
Is it possible to configure connection pooling via datasource 
and JNDI in Spark? If so, how?",Advanced
42983145,Advanced,Advanced,Advanced,Advanced,Advanced,Auto-Proxy services with Consul Service Discovery,"I am attempting to move from Eureka to Consul for service discovery and am having an issue - my gateway service registers and my customer-service registers, but the gateway service will not route requests to the customer-service automatically.  Routes I have specifically defined in the gateway Controller that use Feign clients to route work fine, but before (with Eureka) I could make a request to any path like ""/customer-service/blah"" (where customer-service is the registered name) and the gateway would just forward the request on to the downstream microservice.
Here is my gateway bootstrap.yml (it's in bootstrap and not application because I am also using consul for config)
spring:
  application:
    name: gateway-api
  cloud:
    consul:
      config:
        watch:
          wait-time: 30
      discovery:
        prefer-ip-address: true
        instanceId: ${spring.application.name}:${spring.application.instance_id:${random.value}}",Advanced
43003012,Advanced,Intermediate,Intermediate,Basic,Intermediate,Class JavaLaunchHelper is implemented in two places,"Today I upgraded my Intellij Idea on macOS Sierra, and now, when I run apps in console I have this error:
objc[3648]: Class JavaLaunchHelper is implemented in both /Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/bin/java (0x10d19c4c0) and /Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/libinstrument.dylib (0x10ea194e0). One of the two will be used. Which one is undefined.",Intermediate
43016854,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,ListView with custom CellFactory trims invisible nodes,"My layout issue
I have a little issue with
ListView
and I'm not sure if it's because of some knowledge I missing or if my approach is flawed. Have to admit I'm not yet clear with how JavaFX handle the layout in the many possible cases.
The above screenshot shows the result I get twice with the exact same code, except that
on the second one an invisible shape
I use for coherent layout
is made visible for debug
.
The various classes involved by the
CellFactory
extend
Group
, I tried with some other
Parent
without much success so far.
How to reproduce
Rather than sharing my
StarShape
,
StarRow
and some other misc classes (I'd be happy to if requested) I wrote a sample reproducing the issue. The class extends
Application
and overrides the
start(...)
method as such:
@Override
public void start(Stage primaryStage) throws Exception {
    final StackPane root = new StackPane();
    final Scene scene = new Scene(root, 400, 600);

    final ListView<Boolean> listView = new ListView<>();
    listView.setCellFactory(this::cellFactory);

    for (int i = 0; i < 5 ; i++) {
        listView.getItems().add(true);
        listView.getItems().add(false);
    }

    root.getChildren().add(listView);

    primaryStage.setScene(scene);
    primaryStage.setTitle(""ListView trims the invisible"");
    primaryStage.show();
}
where
this::cellFactory
is
private ListCell<Boolean> cellFactory(ListView<Boolean> listView) {
    return new ListCell<Boolean>() {
        @Override
        protected void updateItem(Boolean item, boolean empty) {
            super.updateItem(item, empty);

            if (empty || item == null) {
                setText(null);
            } else {
                final Rectangle tabShape = new Rectangle();
                tabShape.setHeight(20);
                tabShape.setWidth(40);
                tabShape.setVisible(item);

                final Label label = new Label(item.toString());
                label.setLayoutX(40);

                final Group cellRoot = new Group();
                cellRoot.getChildren().add(tabShape);
                cellRoot.getChildren().add(label);

                setGraphic(cellRoot);
            }
        }
    };
}
The above will display a
ListView<Boolean>
with black shapes in front of
true
items (because of the
tabShape.setVisible(item);
bit). The
false
items are looking like regular
Label
objects as if the invisible shape in their
Group
wasn't there (but it is).
Closing comments
Debugging this, it turns out
groups with the invisible shapes are given negative layoutX property values
. Thus
Label
controls aren't aligned as I'd like them to be. It doesn't happen when I call
setLayoutX
and
setLayoutY
outside of a
ListView
(the invisible shapes do force offsets), but it's probably not the only place where it would happen.
What's happening and how to avoid it? Alternatively, as
I'm guessing I'm approaching this wrong
, what'd be the right way? In other words, what is the question I should be asking instead of this?",Intermediate
43019126,Basic,Basic,Basic,Basic,Basic,CompletableFuture | thenApply vs thenCompose,"I can't get my head around the difference between
thenApply
and
thenCompose
.
So, could someone provide a valid use case?
From the Java docs:
thenApply(Function<? super T,? extends U> fn)
Returns a new
CompletionStage
that, when this stage completes
normally, is executed with this stage's result as the argument to the
supplied function.
thenCompose(Function<? super T,? extends CompletionStage<U>> fn)
Returns a new
CompletionStage
that, when this stage completes
normally, is executed with this stage as the argument to the supplied
function.
I get that the 2nd argument of
thenCompose
extends the CompletionStage where
thenApply
does not.
Could someone provide an example in which case I have to use
thenApply
and when
thenCompose
?",Basic
43026241,Basic,Intermediate,Intermediate,Basic,Basic,Why does Java require an explicit cast on a final variable if it was copied from an array?,"Starting with the following code...
byte foo = 1;
byte fooFoo = foo + foo;
When I try compiling this code I will get the following error...
Error:(5, 27) java: incompatible types: possible lossy conversion from int to byte
... but if
foo
is final...
final byte foo = 1;
final byte fooFoo = foo + foo;
the file will compile successfully.
Moving on to the following code...
final byte[] fooArray = new byte[1];
fooArray[0] = 1;

final byte foo = fooArray[0];
fooArray[0] = 127;

System.out.println(""foo is: "" + foo);
... will print
foo is: 1
... which is fine. The value is copied to a final variable and it can not be changed any more. Playing with the value in the array does not change the value of the
foo
(as expected...).
Why does the following require a cast?
final byte[] fooArray = new byte[1];
fooArray[0] = 1;
final byte foo = fooArray[0];
final byte fooFoo = foo + foo;
How is this different than the second example in this question? Why is the compiler giving me the following error?
Error:(5, 27) java: incompatible types: possible lossy conversion from int to byte
How can this happen?",Basic
43059147,Basic,Basic,Basic,Basic,Basic,How to map java.time.Year and others java.time types using Hibernate,"There's
hibernate-java8
JAR providing adapters for a couple of classes like
Instant
,
LocalDate
, etc., but some classes from
java.time
, e.g.,
Year
,
Month
,
YearMonth
are missing. These classes get stored like an unknown
Serializable
, which is needlessly wasteful.
Surely I could use an
int year
instead of
Year year
, but I don't think, it's a good idea.
It looks like writing the
YearJavaDescriptor
should be pretty easy, however, I wonder why it's missing. Especially in case of
YearMonth
, I'd strongly prefer an existing adapter, ist there any?
Or am I doing something stupid?
I'm unsure as googling returns nothing.",Basic
43061843,Basic,Basic,Basic,Basic,Basic,Java: Allowed statements after labels,"I'm playing around with Java Syntax, so this is question arises purely from curiosity. This piece of code:
http://www.google.com
Object val = 5 <- 4;
does
not
compile, because a label (
http
) ""must be followed by a statement"". The following two variants do compile:
http://www.google.com
{ Object val = 5 <- 4; }
and
Object val;
http://www.google.com
val = 5 <- 4;
In both cases, I switched from a declaration to an expression.
This makes me wonder what exactly is a ""statement"" in Java, but the
doc
states:
In addition to expression statements, there are two other kinds of statements: declaration statements and control flow statements. A declaration statement declares a variable.
The
JLS
just says (on labels) that
The Identifier is declared to be the label of the immediately contained Statement.
It does not say anything about ""expression statements"".
Did I miss something, or is this just an unclear/incorrect specification?",Advanced
43076830,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Why does using raw type variables affect signatures without reference to type-parameters?,"This question already has an answer here
:
Why does javac complain about generics unrelated to the class' type arguments? [duplicate]
(1 answer)
Closed
4 years ago
.
Looking into another
question
I bumped into this intriguing behavior of the 1.8.0_112 Sun-Oracle compiler (I have not tested with others):
import java.util.List;

interface Alpha<T> {
   List<Integer> intList();
}

interface Beta {
   List<Integer> intList();
}

class Main {

   public static void main(String[] args) {

      Alpha rawAlpha = null;
      Alpha<Character> charAlpha = null;
      Alpha<?> qmAlpha = null;
      Beta beta = null;

      for (Integer i : charAlpha.intList()) {}
      for (Integer i : qmAlpha.intList()) {}
      for (Integer i : beta.intList()) {}
      for (Integer i : rawAlpha.intList()) {}
   }
}
The compiler
only
fails at the last for loop:
error: incompatible types: Object cannot be converted to Integer
      for (Integer i : rawAlpha.intList()) {}
                                       ^
1 error
So despite that
intList()
return list type
List<Integer>
in
Alpha
does not depend on the type parameter
T
, it seems that the
<Integer>
is erased at compilation time.
Notice that if we declare a non-generic interface
Beta
that would be, in theory, equivalent to making reference to the raw
Alpha
, there is no issues.
Is this the expected behavior? can some one point out the paragraph on the language spec that would cover this point? If this is not a bug at the very least it seem rather anti-intuitive and non-productive; perhaps is done for the sake of back-comparability?.",Intermediate
